table,task,model,field,stat,point,ci_lo,ci_hi,n_groups,n_rows
m128,PegInsertionSide_s42,170m,vision_err,pct_le3,64.02116402116403,50.264550264550266,76.88172043010752,8,189
m128,PegInsertionSide_s142,170m,vision_err,pct_le3,76.25,67.06129947896414,84.9673202614379,7,160
m128,PickSingleYCB_s42,170m,vision_err,pct_le3,73.71134020618557,62.05128205128205,85.49222797927462,8,194
m128,PickSingleYCB_s142,170m,vision_err,pct_le3,71.7948717948718,60.86956521739131,83.07692307692308,8,195
